City,JobTitle,COUNT(LoanAmount)
HONOLULU,"ALL OTHER MISCELLANEOUS AMBULATORY HEALTH CARE SERVICES",8
HONOLULU,"APPAREL ACCESSORIES AND OTHER APPAREL MANUFACTURING",8
HONOLULU,"CAR WASHES",8
HONOLULU,"CARPET AND UPHOLSTERY CLEANING SERVICES",8
HONOLULU,"CHILDREN'S AND INFANTS' CLOTHING STORES",8
HONOLULU,"CUT AND SEW APPAREL CONTRACTORS",8
HONOLULU,"ELEMENTARY AND SECONDARY SCHOOLS",8
HONOLULU,"EXTERMINATING AND PEST CONTROL SERVICES",8
HONOLULU,"FISH AND SEAFOOD MARKETS",8
HONOLULU,"ICE CREAM AND FROZEN DESSERT MANUFACTURING",8
HONOLULU,"LANDSCAPE ARCHITECTURAL SERVICES",8
HONOLULU,"OFFICE SUPPLIES AND STATIONERY STORES",8
HONOLULU,"OPTICAL GOODS STORES",8
HONOLULU,"PERIODICAL PUBLISHERS",8
HONOLULU,"SOLAR ELECTRIC POWER GENERATION",8
HONOLULU,"SPORTING AND RECREATIONAL GOODS AND SUPPLIES MERCHANT WHOLESALERS",8
HONOLULU,"SURVEYING AND MAPPING (EXCEPT GEOPHYSICAL) SERVICES",8
HONOLULU,"TEMPORARY HELP SERVICES",8
KAHULUI,"GENERAL AUTOMOTIVE REPAIR",8
KAHULUI,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",8
KAILUA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",8
KAILUA,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",8
KAILUA,"ENGINEERING SERVICES",8
KAILUA,"ENVIRONMENTAL CONSULTING SERVICES",8
KAILUA,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",8
KAILUA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",8
KAILUA,"OTHER ACCOUNTING SERVICES",8
"KAILUA KONA","ALL OTHER SPECIALTY TRADE CONTRACTORS",8
"KAILUA KONA","INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",8
"KAILUA KONA","RELIGIOUS ORGANIZATIONS",8
KAMUELA,"FULL-SERVICE RESTAURANTS",8
KAMUELA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",8
KANEOHE,"ALL OTHER SPECIALTY TRADE CONTRACTORS",8
KANEOHE,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",8
KAPAA,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",8
KAPOLEI,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",8
KIHEI,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",8
KIHEI,"SPORTS AND RECREATION INSTRUCTION",8
KILAUEA,"LANDSCAPING SERVICES",8
LAHAINA,"FITNESS AND RECREATIONAL SPORTS CENTERS",8
LAHAINA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",8
LAHAINA,"PHOTOGRAPHY STUDIOS, PORTRAIT",8
LAHAINA,"RESIDENTIAL REMODELERS",8
LIHUE,"RELIGIOUS ORGANIZATIONS",8
MILILANI,"OFFICES OF DENTISTS",8
MILILANI,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",8
"PEARL CITY","RELIGIOUS ORGANIZATIONS",8
WAHIAWA,"LIMITED-SERVICE RESTAURANTS",8
WAIALUA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",8
WAILEA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",8
WAILEA,"SPORTS AND RECREATION INSTRUCTION",8
WAILUKU,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",8
WAILUKU,"ALL OTHER PERSONAL SERVICES",8
WAILUKU,"RESIDENTIAL REMODELERS",8
WAIPAHU,,8
AIEA,"INSURANCE AGENCIES AND BROKERAGES",7
AIEA,"LESSORS OF NONRESIDENTIAL BUILDINGS (EXCEPT MINIWAREHOUSES)",7
AIEA,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",7
AIEA,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",7
AIEA,"OTHER PERSONAL CARE SERVICES",7
"EWA BEACH","INSURANCE AGENCIES AND BROKERAGES",7
"EWA BEACH","OFFICES OF DENTISTS",7
"EWA BEACH","RELIGIOUS ORGANIZATIONS",7
HALEIWA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",7
HALEIWA,"MOBILE FOOD SERVICES",7
HILO,,7
HILO,"CLOTHING ACCESSORIES STORES",7
HILO,"OFFICES OF OPTOMETRISTS",7
HILO,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",7
HILO,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",7
HILO,"OTHER MANAGEMENT CONSULTING SERVICES",7
HILO,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",7
HONOLULU,"COIN-OPERATED LAUNDRIES AND DRYCLEANERS",7
HONOLULU,"ENVIRONMENT, CONSERVATION AND WILDLIFE ORGANIZATIONS",7
HONOLULU,"FLOWER, NURSERY STOCK, AND FLORISTS' SUPPLIES MERCHANT WHOLESALERS",7
HONOLULU,"FOOD (HEALTH) SUPPLEMENT STORES",7
HONOLULU,"GRANTMAKING FOUNDATIONS",7
HONOLULU,"HOBBY, TOY, AND GAME STORES",7
HONOLULU,"INDUSTRIAL BUILDING CONSTRUCTION",7
HONOLULU,"OFFICES OF OTHER HOLDING COMPANIES",7
HONOLULU,"PACKAGED FROZEN FOOD MERCHANT WHOLESALERS",7
HONOLULU,"PARKING LOTS AND GARAGES",7
HONOLULU,"PERISHABLE PREPARED FOOD MANUFACTURING",7
HONOLULU,"SPORTING AND ATHLETIC GOODS MANUFACTURING",7
HONOLULU,"TRUST, FIDUCIARY, AND CUSTODY ACTIVITIES",7
HONOLULU,"USED HOUSEHOLD AND OFFICE GOODS MOVING",7
HONOLULU,"USED MERCHANDISE STORES",7
HONOLULU,"WOMEN’S, GIRLS’, AND INFANTS’ CUT AND SEW APPAREL MANUFACTURING",7
KAILUA,"LANDSCAPING SERVICES",7
KAILUA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",7
KAILUA,"SPORTS AND RECREATION INSTRUCTION",7
"KAILUA KONA","JEWELRY STORES",7
"KAILUA KONA","OTHER SERVICES TO BUILDINGS AND DWELLINGS",7
KAMUELA,,7
KAMUELA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",7
KAMUELA,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",7
KAMUELA,"RESIDENTIAL PROPERTY MANAGERS",7
KANEOHE,"ALL OTHER PERSONAL SERVICES",7
KAPAA,"GIFT, NOVELTY, AND SOUVENIR STORES",7
KAPAA,"JANITORIAL SERVICES",7
KAPOLEI,,7
KIHEI,,7
KIHEI,"NAIL SALONS",7
KIHEI,"OTHER ACTIVITIES RELATED TO REAL ESTATE",7
KILAUEA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",7
LAHAINA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",7
LAHAINA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",7
LIHUE,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",7
LIHUE,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",7
LIHUE,"TAXI SERVICE",7
MAKAWAO,"ALL OTHER PERSONAL SERVICES",7
MAKAWAO,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",7
MAKAWAO,"LANDSCAPING SERVICES",7
MILILANI,"FULL-SERVICE RESTAURANTS",7
MILILANI,"PHOTOGRAPHY STUDIOS, PORTRAIT",7
MILILANI,"RESIDENTIAL REMODELERS",7
PAIA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",7
"PEARL CITY","BEAUTY SALONS",7
"PEARL CITY","OTHER ACCOUNTING SERVICES",7
WAHIAWA,"OFFICES OF DENTISTS",7
WAHIAWA,"RELIGIOUS ORGANIZATIONS",7
WAIANAE,"FULL-SERVICE RESTAURANTS",7
WAIKOLOA,"RESIDENTIAL PROPERTY MANAGERS",7
WAILEA,,7
WAILEA,"NAIL SALONS",7
WAILEA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",7
WAILUKU,"OTHER ACCOUNTING SERVICES",7
WAILUKU,"RESIDENTIAL PROPERTY MANAGERS",7
WAIPAHU,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",7
WAIPAHU,"RELIGIOUS ORGANIZATIONS",7
WAIPAHU,"RESIDENTIAL REMODELERS",7
WAIPAHU,"ROOFING CONTRACTORS",7
AIEA,"ALL OTHER MISCELLANEOUS SCHOOLS AND INSTRUCTION",6
AIEA,"ALL OTHER PERSONAL SERVICES",6
AIEA,"ALL OTHER SPECIALTY TRADE CONTRACTORS",6
AIEA,"JEWELRY STORES",6
AIEA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",6
AIEA,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",6
AIEA,"RESIDENTIAL PROPERTY MANAGERS",6
"EWA BEACH","ALL OTHER PERSONAL SERVICES",6
"EWA BEACH","BEAUTY SALONS",6
"EWA BEACH","NAIL SALONS",6
"EWA BEACH","OTHER ACCOUNTING SERVICES",6
"EWA BEACH","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",6
"EWA BEACH","RESIDENTIAL REMODELERS",6
HAIKU,"GRAPHIC DESIGN SERVICES",6
HANALEI,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",6
HILO,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",6
HILO,"ALL OTHER PERSONAL SERVICES",6
HILO,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",6
HILO,"BARBER SHOPS",6
HILO,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",6
HILO,"NURSERY, GARDEN CENTER, AND FARM SUPPLY STORES",6
HONOLULU,"AGENTS AND MANAGERS FOR ARTISTS, ATHLETES, ENTERTAINERS, AND OTHER PUBLIC FIGURES",6
HONOLULU,"ALL OTHER AUTOMOTIVE REPAIR AND MAINTENANCE",6
HONOLULU,"ALL OTHER CONSUMER GOODS RENTAL",6
HONOLULU,"ALL OTHER MISCELLANEOUS FOOD MANUFACTURING",6
HONOLULU,"ART DEALERS",6
HONOLULU,"BOOK STORES",6
HONOLULU,"CONVENTION AND TRADE SHOW ORGANIZERS",6
HONOLULU,"COURT REPORTING AND STENOTYPE SERVICES",6
HONOLULU,"DIRECT PROPERTY AND CASUALTY INSURANCE CARRIERS",6
HONOLULU,"ELECTRICAL APPARATUS AND EQUIPMENT, WIRING SUPPLIES, AND RELATED EQUIPMENT MERCHANT WHOLESALERS",6
HONOLULU,LOCKSMITHS,6
HONOLULU,"MEDIA REPRESENTATIVES",6
HONOLULU,"MEN'S AND BOYS' CLOTHING AND FURNISHINGS MERCHANT WHOLESALERS",6
HONOLULU,"MOBILE FOOD SERVICES",6
HONOLULU,"MOTORCYCLE, ATV, AND ALL OTHER MOTOR VEHICLE DEALERS",6
HONOLULU,MUSEUMS,6
HONOLULU,"NEW HOUSING FOR-SALE BUILDERS",6
HONOLULU,"OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING",6
HONOLULU,"OTHER GASOLINE STATIONS",6
HONOLULU,"OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION",6
HONOLULU,"OTHER SIMILAR ORGANIZATIONS (EXCEPT BUSINESS, PROFESSIONAL, LABOR, AND POLITICAL ORGANIZATIONS)",6
HONOLULU,"PET AND PET SUPPLIES STORES",6
HONOLULU,"RECREATIONAL AND VACATION CAMPS (EXCEPT CAMPGROUNDS)",6
HONOLULU,"SERVICES FOR THE ELDERLY AND PERSONS WITH DISABILITIES",6
HONOLULU,"SHOE STORES",6
HONOLULU,"TOY AND HOBBY GOODS AND SUPPLIES MERCHANT WHOLESALERS",6
HONOLULU,"WINDOW TREATMENT STORES",6
KAHULUI,,6
KAHULUI,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",6
KAHULUI,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",6
KAHULUI,"PASSENGER CAR RENTAL",6
KAHULUI,"RELIGIOUS ORGANIZATIONS",6
KAILUA,"ALL OTHER PERSONAL SERVICES",6
KAILUA,"AUTOMOTIVE BODY, PAINT, AND INTERIOR REPAIR AND MAINTENANCE",6
KAILUA,"JANITORIAL SERVICES",6
KAILUA,"MOTION PICTURE AND VIDEO PRODUCTION",6
KAILUA,"PHOTOGRAPHY STUDIOS, PORTRAIT",6
KAILUA,"SNACK AND NONALCOHOLIC BEVERAGE BARS",6
KAILUA,"SPORTING GOODS STORES",6
"KAILUA KONA","COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",6
"KAILUA KONA","FAMILY CLOTHING STORES",6
"KAILUA KONA","GRAPHIC DESIGN SERVICES",6
"KAILUA KONA","OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",6
"KAILUA KONA","OTHER MANAGEMENT CONSULTING SERVICES",6
"KAILUA KONA","OTHER PERSONAL CARE SERVICES",6
"KAILUA KONA","RESIDENTIAL PROPERTY MANAGERS",6
KAMUELA,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",6
KAMUELA,"ALL OTHER PERSONAL SERVICES",6
KAMUELA,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",6
KAMUELA,"OFFICES OF DENTISTS",6
KAMUELA,"RESIDENTIAL REMODELERS",6
KANEOHE,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",6
KANEOHE,"GENERAL AUTOMOTIVE REPAIR",6
KANEOHE,"JANITORIAL SERVICES",6
KANEOHE,"JEWELRY STORES",6
KANEOHE,"LANDSCAPING SERVICES",6
KAPAA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",6
KAPAA,"ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",6
KAPAA,"BEAUTY SALONS",6
KAPAA,"LANDSCAPING SERVICES",6
KAPAA,"OTHER PERSONAL CARE SERVICES",6
KAPOLEI,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",6
KAPOLEI,"OTHER PERSONAL CARE SERVICES",6
KAPOLEI,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",6
KAPOLEI,"RELIGIOUS ORGANIZATIONS",6
KIHEI,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",6
KIHEI,"FITNESS AND RECREATIONAL SPORTS CENTERS",6
KIHEI,"GIFT, NOVELTY, AND SOUVENIR STORES",6
KIHEI,"JEWELRY STORES",6
KIHEI,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",6
KIHEI,"OFFICES OF DENTISTS",6
KIHEI,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",6
KIHEI,"TILE AND TERRAZZO CONTRACTORS",6
KOLOA,"SCENIC AND SIGHTSEEING TRANSPORTATION, WATER",6
LAHAINA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",6
LAHAINA,"ALL OTHER SPECIALTY FOOD STORES",6
LAHAINA,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",6
LAHAINA,"OTHER ACTIVITIES RELATED TO REAL ESTATE",6
LAHAINA,"TAXI SERVICE",6
LIHUE,"GENERAL AUTOMOTIVE REPAIR",6
LIHUE,"GIFT, NOVELTY, AND SOUVENIR STORES",6
LIHUE,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",6
MAKAWAO,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",6
MAKAWAO,"FULL-SERVICE RESTAURANTS",6
MAKAWAO,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",6
MAKAWAO,"OTHER PERSONAL CARE SERVICES",6
MAKAWAO,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",6
"PEARL CITY","ALL OTHER SPECIALTY TRADE CONTRACTORS",6
"PEARL CITY","GENERAL AUTOMOTIVE REPAIR",6
"PEARL CITY","INSURANCE AGENCIES AND BROKERAGES",6
PRINCEVILLE,"RESIDENTIAL PROPERTY MANAGERS",6
WAIKOLOA,,6
WAIKOLOA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",6
WAILEA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",6
WAILEA,"FITNESS AND RECREATIONAL SPORTS CENTERS",6
WAILEA,"GIFT, NOVELTY, AND SOUVENIR STORES",6
WAILEA,"JEWELRY STORES",6
WAILEA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",6
WAILEA,"OFFICES OF DENTISTS",6
WAILEA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",6
WAILEA,"TILE AND TERRAZZO CONTRACTORS",6
WAILUKU,"ENGINEERING SERVICES",6
WAILUKU,"FLOORING CONTRACTORS",6
WAILUKU,"OTHER CLOTHING STORES",6
WAILUKU,"PHOTOGRAPHY STUDIOS, PORTRAIT",6
WAIPAHU,"LANDSCAPING SERVICES",6
WAIPAHU,"TAXI SERVICE",6
AIEA,"COMPUTER SYSTEMS DESIGN SERVICES",5
AIEA,"ENGINEERING SERVICES",5
AIEA,"FOOD (HEALTH) SUPPLEMENT STORES",5
AIEA,"INVESTMENT ADVICE",5
AIEA,"MOTION PICTURE AND VIDEO PRODUCTION",5
AIEA,"OFFICES OF LAWYERS",5
"EWA BEACH",,5
"EWA BEACH","ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",5
"EWA BEACH","NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",5
"EWA BEACH","PAINTING AND WALL COVERING CONTRACTORS",5
HALEIWA,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",5
HALEIWA,"LANDSCAPING SERVICES",5
HALEIWA,"OFFICES OF PHYSICIANS (EXCEPT MENTAL HEALTH SPECIALISTS)",5
HALEIWA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",5
HALEIWA,"SPORTS AND RECREATION INSTRUCTION",5
HILO,CATERERS,5
HILO,"CUSTOM COMPUTER PROGRAMMING SERVICES",5
HILO,"DRINKING PLACES (ALCOHOLIC BEVERAGES)",5
HILO,"ENGINEERING SERVICES",5
HILO,"GENERAL FREIGHT TRUCKING, LOCAL",5
HILO,"LANDSCAPING SERVICES",5
HILO,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",5
HILO,"NURSERY AND TREE PRODUCTION",5
HILO,"OFFICES OF CHIROPRACTORS",5
HILO,"OTHER PERSONAL CARE SERVICES",5
HILO,"RESIDENTIAL PROPERTY MANAGERS",5
HILO,"SNACK AND NONALCOHOLIC BEVERAGE BARS",5
HILO,"SPORTS AND RECREATION INSTRUCTION",5
HILO,"TOUR OPERATORS",5
HONOLULU,"ADVERTISING MATERIAL DISTRIBUTION SERVICES",5
HONOLULU,"ALL OTHER MISCELLANEOUS CROP FARMING",5
HONOLULU,"ASSISTED LIVING FACILITIES FOR THE ELDERLY",5
HONOLULU,"AUTOMOTIVE GLASS REPLACEMENT SHOPS",5
HONOLULU,"BOOK PUBLISHERS",5
HONOLULU,BREWERIES,5
HONOLULU,"CONSUMER ELECTRONICS REPAIR AND MAINTENANCE",5
HONOLULU,"DRAFTING SERVICES",5
HONOLULU,"DRUGS AND DRUGGISTS' SUNDRIES MERCHANT WHOLESALERS",5
HONOLULU,"DRYCLEANING AND LAUNDRY SERVICES (EXCEPT COIN-OPERATED)",5
HONOLULU,"EMPLOYMENT PLACEMENT AGENCIES",5
HONOLULU,"GENERAL MEDICAL AND SURGICAL HOSPITALS",5
HONOLULU,"LUGGAGE AND LEATHER GOODS STORES",5
HONOLULU,"LUMBER, PLYWOOD, MILLWORK, AND WOOD PANEL MERCHANT WHOLESALERS",5
HONOLULU,"MARKETING RESEARCH AND PUBLIC OPINION POLLING",5
HONOLULU,"MOTOR VEHICLE SUPPLIES AND NEW PARTS MERCHANT WHOLESALERS",5
HONOLULU,"NONCHOCOLATE CONFECTIONERY MANUFACTURING",5
HONOLULU,"NURSING CARE FACILITIES (SKILLED NURSING FACILITIES)",5
HONOLULU,"OTHER AUTOMOTIVE MECHANICAL AND ELECTRICAL REPAIR AND MAINTENANCE",5
HONOLULU,"OTHER CONSTRUCTION MATERIAL MERCHANT WHOLESALERS",5
HONOLULU,"OTHER CUT AND SEW APPAREL MANUFACTURING",5
HONOLULU,"OTHER SERVICES RELATED TO ADVERTISING",5
HONOLULU,"OTHER SOCIAL ADVOCACY ORGANIZATIONS",5
HONOLULU,"OUTPATIENT MENTAL HEALTH AND SUBSTANCE ABUSE CENTERS",5
HONOLULU,"PIECE GOODS, NOTIONS, AND OTHER DRY GOODS MERCHANT WHOLESALERS",5
HONOLULU,"PROMOTERS OF PERFORMING ARTS, SPORTS, AND SIMILAR EVENTS WITH FACILITIES",5
HONOLULU,"RECYCLABLE MATERIAL MERCHANT WHOLESALERS",5
HONOLULU,"REMEDIATION SERVICES",5
HONOLULU,"RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES",5
HONOLULU,"REUPHOLSTERY AND FURNITURE REPAIR",5
HONOLULU,"ROOFING CONTRACTORS",5
HONOLULU,"SECURITIES BROKERAGE",5
HONOLULU,"SITE PREPARATION CONTRACTORS",5
HONOLULU,"SPECIAL NEEDS TRANSPORTATION",5
HONOLULU,"SPORTS TEAMS AND CLUBS",5
HONOLULU,"STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS",5
HONOLULU,"VOLUNTARY HEALTH ORGANIZATIONS",5
HONOLULU,"WOOD KITCHEN CABINET AND COUNTERTOP MANUFACTURING",5
KAHULUI,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",5
KAHULUI,"FINISH CARPENTRY CONTRACTORS",5
KAHULUI,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",5
KAHULUI,"INSURANCE AGENCIES AND BROKERAGES",5
KAHULUI,"LANDSCAPING SERVICES",5
KAHULUI,"OTHER ACCOUNTING SERVICES",5
KAHULUI,"RESIDENTIAL REMODELERS",5
KAILUA,"ARCHITECTURAL SERVICES",5
KAILUA,"ART DEALERS",5
KAILUA,"CUSTOM COMPUTER PROGRAMMING SERVICES",5
KAILUA,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",5
KAILUA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",5
KAILUA,"OFFICES OF CHIROPRACTORS",5
KAILUA,"OTHER MISCELLANEOUS DURABLE GOODS MERCHANT WHOLESALERS",5
KAILUA,"OTHER PERSONAL CARE SERVICES",5
KAILUA,"TAXI SERVICE",5
"KAILUA KONA","ALL OTHER MISCELLANEOUS WASTE MANAGEMENT SERVICES",5
"KAILUA KONA","ALL OTHER SUPPORT SERVICES",5
"KAILUA KONA","ART DEALERS",5
"KAILUA KONA","OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",5
"KAILUA KONA","TILE AND TERRAZZO CONTRACTORS",5
KAMUELA,"OFFICES OF LAWYERS",5
KAMUELA,"OTHER VEGETABLE (EXCEPT POTATO) AND MELON FARMING",5
KANEOHE,"ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES",5
KANEOHE,"NAIL SALONS",5
KANEOHE,"OFFICES OF ALL OTHER MISCELLANEOUS HEALTH PRACTITIONERS",5
KANEOHE,"OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS",5
KANEOHE,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",5
KANEOHE,"OTHER PERSONAL CARE SERVICES",5
KANEOHE,"PET CARE (EXCEPT VETERINARY) SERVICES",5
KANEOHE,"SNACK AND NONALCOHOLIC BEVERAGE BARS",5
KAPAA,"LIMITED-SERVICE RESTAURANTS",5
KAPAA,"MASONRY CONTRACTORS",5
KAPAA,"OTHER ACCOUNTING SERVICES",5
KAPAA,"PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS",5
KAPAA,"RELIGIOUS ORGANIZATIONS",5
KAPAA,"TOUR OPERATORS",5
KAPOLEI,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",5
KAPOLEI,"COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION",5
KAPOLEI,"INDEPENDENT ARTISTS, WRITERS, AND PERFORMERS",5
KAPOLEI,"JANITORIAL SERVICES",5
KAPOLEI,"OFFICES OF PHYSICIANS, MENTAL HEALTH SPECIALISTS",5
KAPOLEI,"OTHER ACTIVITIES RELATED TO REAL ESTATE",5
KAPOLEI,"RESIDENTIAL PROPERTY MANAGERS",5
KEAAU,"NEW SINGLE-FAMILY HOUSING CONSTRUCTION (EXCEPT FOR-SALE BUILDERS)",5
KIHEI,"ALL OTHER AMUSEMENT AND RECREATION INDUSTRIES",5
KIHEI,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",5
KIHEI,"COMPUTER SYSTEMS DESIGN SERVICES",5
KIHEI,"HOTELS (EXCEPT CASINO HOTELS) AND MOTELS",5
KIHEI,"INSURANCE AGENCIES AND BROKERAGES",5
KIHEI,"LANDSCAPING SERVICES",5
KIHEI,"MOBILE FOOD SERVICES",5
KIHEI,"OFFICES OF CHIROPRACTORS",5
KIHEI,"OFFICES OF MENTAL HEALTH PRACTITIONERS (EXCEPT PHYSICIANS)",5
KIHEI,"OTHER ACCOUNTING SERVICES",5
KIHEI,"RELIGIOUS ORGANIZATIONS",5
KIHEI,"SNACK AND NONALCOHOLIC BEVERAGE BARS",5
KIHEI,"TAXI SERVICE",5
KIHEI,"TOUR OPERATORS",5
KILAUEA,"ALL OTHER MISCELLANEOUS STORE RETAILERS (EXCEPT TOBACCO STORES)",5
KILAUEA,"OFFICES OF REAL ESTATE AGENTS AND BROKERS",5
KOLOA,"JANITORIAL SERVICES",5
KULA,"OFFICES OF PHYSICAL, OCCUPATIONAL AND SPEECH THERAPISTS, AND AUDIOLOGISTS",5
LAHAINA,"ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS",5
LAHAINA,"LANDSCAPING SERVICES",5
LAHAINA,"LESSORS OF RESIDENTIAL BUILDINGS AND DWELLINGS",5
LAHAINA,"OFFICES OF CHIROPRACTORS",5
LAHAINA,"OFFICES OF DENTISTS",5
LIHUE,"CHILD DAY CARE SERVICES",5
LIHUE,"INSURANCE AGENCIES AND BROKERAGES",5
LIHUE,"OFFICES OF OPTOMETRISTS",5
